date,time,fuel_type,mw,fuel_percentage_of_total,is_renewable
10/18/2025,12:00:00 PM,Coal,10697,0.138,FALSE
10/18/2025,12:00:00 PM,Gas,31686,0.41,FALSE
10/18/2025,12:00:00 PM,Hydro,1143,0.014,TRUE
10/18/2025,12:00:00 PM,Multiple Fuels,1070,0.013,FALSE
10/18/2025,12:00:00 PM,Nuclear,25523,0.33,FALSE
10/18/2025,12:00:00 PM,Oil,171,0.002,FALSE
10/18/2025,12:00:00 PM,Other Renewables,539,0.007,TRUE
10/18/2025,12:00:00 PM,Solar,1747,0.022,TRUE
10/18/2025,12:00:00 PM,Storage,14,0,FALSE
10/18/2025,12:00:00 PM,Wind,4676,0.06,TRUE
10/18/2025,11:00:00 AM,Coal,10082,0.134,FALSE
10/18/2025,11:00:00 AM,Gas,31456,0.419,FALSE
10/18/2025,11:00:00 AM,Hydro,1362,0.018,TRUE
10/18/2025,11:00:00 AM,Multiple Fuels,1073,0.014,FALSE
10/18/2025,11:00:00 AM,Nuclear,25479,0.339,FALSE
10/18/2025,11:00:00 AM,Oil,171,0.002,FALSE
10/18/2025,11:00:00 AM,Other Renewables,532,0.007,TRUE
10/18/2025,11:00:00 AM,Solar,66,0,TRUE
10/18/2025,11:00:00 AM,Storage,18,0,FALSE
10/18/2025,11:00:00 AM,Wind,4786,0.063,TRUE
10/18/2025,10:00:00 AM,Coal,9361,0.128,FALSE
10/18/2025,10:00:00 AM,Gas,30277,0.416,FALSE
10/18/2025,10:00:00 AM,Hydro,612,0.008,TRUE
10/18/2025,10:00:00 AM,Multiple Fuels,1076,0.014,FALSE
10/18/2025,10:00:00 AM,Nuclear,25486,0.35,FALSE
10/18/2025,10:00:00 AM,Oil,173,0.002,FALSE
10/18/2025,10:00:00 AM,Other Renewables,529,0.007,TRUE
10/18/2025,10:00:00 AM,Solar,17,0,TRUE
10/18/2025,10:00:00 AM,Storage,0,0,FALSE
10/18/2025,10:00:00 AM,Wind,5239,0.072,TRUE
10/18/2025,9:00:00 AM,Coal,9250,0.126,FALSE
10/18/2025,9:00:00 AM,Gas,30771,0.421,FALSE
10/18/2025,9:00:00 AM,Hydro,239,0.003,TRUE
10/18/2025,9:00:00 AM,Multiple Fuels,1165,0.016,FALSE
10/18/2025,9:00:00 AM,Nuclear,25487,0.349,FALSE
10/18/2025,9:00:00 AM,Oil,174,0.002,FALSE
10/18/2025,9:00:00 AM,Other Renewables,529,0.007,TRUE
10/18/2025,9:00:00 AM,Solar,17,0,TRUE
10/18/2025,9:00:00 AM,Storage,0,0,FALSE
10/18/2025,9:00:00 AM,Wind,5310,0.072,TRUE
10/18/2025,8:00:00 AM,Coal,9212,0.126,FALSE
10/18/2025,8:00:00 AM,Gas,30563,0.42,FALSE
10/18/2025,8:00:00 AM,Hydro,156,0.002,TRUE
10/18/2025,8:00:00 AM,Multiple Fuels,1265,0.017,FALSE
10/18/2025,8:00:00 AM,Nuclear,25482,0.35,FALSE
10/18/2025,8:00:00 AM,Oil,173,0.002,FALSE
10/18/2025,8:00:00 AM,Other Renewables,527,0.007,TRUE
10/18/2025,8:00:00 AM,Solar,17,0,TRUE
10/18/2025,8:00:00 AM,Storage,0,0,FALSE
10/18/2025,8:00:00 AM,Wind,5355,0.073,TRUE
10/18/2025,7:00:00 AM,Coal,9276,0.126,FALSE
10/18/2025,7:00:00 AM,Gas,30881,0.42,FALSE
10/18/2025,7:00:00 AM,Hydro,151,0.002,TRUE
10/18/2025,7:00:00 AM,Multiple Fuels,1305,0.017,FALSE
10/18/2025,7:00:00 AM,Nuclear,25478,0.346,FALSE
10/18/2025,7:00:00 AM,Oil,172,0.002,FALSE
10/18/2025,7:00:00 AM,Other Renewables,524,0.007,TRUE
10/18/2025,7:00:00 AM,Solar,17,0,TRUE
10/18/2025,7:00:00 AM,Storage,0,0,FALSE
10/18/2025,7:00:00 AM,Wind,5697,0.077,TRUE
10/18/2025,6:00:00 AM,Coal,9271,0.126,FALSE
10/18/2025,6:00:00 AM,Gas,30822,0.419,FALSE
10/18/2025,6:00:00 AM,Hydro,151,0.002,TRUE
10/18/2025,6:00:00 AM,Multiple Fuels,1239,0.016,FALSE
10/18/2025,6:00:00 AM,Nuclear,25477,0.346,FALSE
10/18/2025,6:00:00 AM,Oil,171,0.002,FALSE
10/18/2025,6:00:00 AM,Other Renewables,531,0.007,TRUE
10/18/2025,6:00:00 AM,Solar,17,0,TRUE
10/18/2025,6:00:00 AM,Storage,0,0,FALSE
10/18/2025,6:00:00 AM,Wind,5836,0.079,TRUE
10/18/2025,5:00:00 AM,Coal,9473,0.127,FALSE
10/18/2025,5:00:00 AM,Gas,30992,0.418,FALSE
10/18/2025,5:00:00 AM,Hydro,151,0.002,TRUE
10/18/2025,5:00:00 AM,Multiple Fuels,1313,0.017,FALSE
10/18/2025,5:00:00 AM,Nuclear,25477,0.343,FALSE
10/18/2025,5:00:00 AM,Oil,170,0.002,FALSE
10/18/2025,5:00:00 AM,Other Renewables,533,0.007,TRUE
10/18/2025,5:00:00 AM,Solar,17,0,TRUE
10/18/2025,5:00:00 AM,Storage,0,0,FALSE
10/18/2025,5:00:00 AM,Wind,6005,0.081,TRUE
10/18/2025,4:00:00 AM,Coal,10225,0.133,FALSE
10/18/2025,4:00:00 AM,Gas,32178,0.421,FALSE
10/18/2025,4:00:00 AM,Hydro,151,0.002,TRUE
10/18/2025,4:00:00 AM,Multiple Fuels,1403,0.018,FALSE
10/18/2025,4:00:00 AM,Nuclear,25459,0.333,FALSE
10/18/2025,4:00:00 AM,Oil,171,0.002,FALSE
10/18/2025,4:00:00 AM,Other Renewables,531,0.007,TRUE
10/18/2025,4:00:00 AM,Solar,17,0,TRUE
10/18/2025,4:00:00 AM,Storage,0,0,FALSE
10/18/2025,4:00:00 AM,Wind,6243,0.081,TRUE
10/18/2025,3:00:00 AM,Coal,11226,0.142,FALSE
10/18/2025,3:00:00 AM,Gas,33764,0.427,FALSE
10/18/2025,3:00:00 AM,Hydro,160,0.002,TRUE
10/18/2025,3:00:00 AM,Multiple Fuels,1433,0.018,FALSE
10/18/2025,3:00:00 AM,Nuclear,25472,0.322,FALSE
10/18/2025,3:00:00 AM,Oil,171,0.002,FALSE
10/18/2025,3:00:00 AM,Other Renewables,529,0.006,TRUE
10/18/2025,3:00:00 AM,Solar,17,0,TRUE
10/18/2025,3:00:00 AM,Storage,0,0,FALSE
10/18/2025,3:00:00 AM,Wind,6172,0.078,TRUE
10/18/2025,2:00:00 AM,Coal,12013,0.146,FALSE
10/18/2025,2:00:00 AM,Gas,35434,0.432,FALSE
10/18/2025,2:00:00 AM,Hydro,407,0.004,TRUE
10/18/2025,2:00:00 AM,Multiple Fuels,1688,0.02,FALSE
10/18/2025,2:00:00 AM,Nuclear,25471,0.31,FALSE
10/18/2025,2:00:00 AM,Oil,412,0.005,FALSE
10/18/2025,2:00:00 AM,Other Renewables,528,0.006,TRUE
10/18/2025,2:00:00 AM,Solar,17,0,TRUE
10/18/2025,2:00:00 AM,Storage,0,0,FALSE
10/18/2025,2:00:00 AM,Wind,5983,0.073,TRUE
10/18/2025,1:00:00 AM,Coal,12318,0.145,FALSE
10/18/2025,1:00:00 AM,Gas,36865,0.435,FALSE
10/18/2025,1:00:00 AM,Hydro,1142,0.013,TRUE
10/18/2025,1:00:00 AM,Multiple Fuels,2057,0.024,FALSE
10/18/2025,1:00:00 AM,Nuclear,25462,0.3,FALSE
10/18/2025,1:00:00 AM,Oil,635,0.007,FALSE
10/18/2025,1:00:00 AM,Other Renewables,532,0.006,TRUE
10/18/2025,1:00:00 AM,Solar,17,0,TRUE
10/18/2025,1:00:00 AM,Storage,4,0,FALSE
10/18/2025,1:00:00 AM,Wind,5674,0.067,TRUE
10/18/2025,12:00:00 AM,Coal,12574,0.144,FALSE
10/18/2025,12:00:00 AM,Gas,38615,0.444,FALSE
10/18/2025,12:00:00 AM,Hydro,1978,0.022,TRUE
10/18/2025,12:00:00 AM,Multiple Fuels,2065,0.023,FALSE
10/18/2025,12:00:00 AM,Nuclear,25454,0.293,FALSE
10/18/2025,12:00:00 AM,Oil,654,0.007,FALSE
10/18/2025,12:00:00 AM,Other Renewables,532,0.006,TRUE
10/18/2025,12:00:00 AM,Solar,19,0,TRUE
10/18/2025,12:00:00 AM,Storage,19,0,FALSE
10/18/2025,12:00:00 AM,Wind,4884,0.056,TRUE
10/17/2025,11:00:00 PM,Coal,12472,0.141,FALSE
10/17/2025,11:00:00 PM,Gas,39988,0.454,FALSE
10/17/2025,11:00:00 PM,Hydro,3068,0.034,TRUE
10/17/2025,11:00:00 PM,Multiple Fuels,2052,0.023,FALSE
10/17/2025,11:00:00 PM,Nuclear,25446,0.289,FALSE
10/17/2025,11:00:00 PM,Oil,630,0.007,FALSE
10/17/2025,11:00:00 PM,Other Renewables,527,0.006,TRUE
10/17/2025,11:00:00 PM,Solar,23,0,TRUE
10/17/2025,11:00:00 PM,Storage,19,0,FALSE
10/17/2025,11:00:00 PM,Wind,3830,0.043,TRUE
10/17/2025,10:00:00 PM,Coal,11935,0.136,FALSE
10/17/2025,10:00:00 PM,Gas,39845,0.456,FALSE
10/17/2025,10:00:00 PM,Hydro,3181,0.036,TRUE
10/17/2025,10:00:00 PM,Multiple Fuels,2071,0.023,FALSE
10/17/2025,10:00:00 PM,Nuclear,25439,0.291,FALSE
10/17/2025,10:00:00 PM,Oil,556,0.006,FALSE
10/17/2025,10:00:00 PM,Other Renewables,532,0.006,TRUE
10/17/2025,10:00:00 PM,Solar,291,0.003,TRUE
10/17/2025,10:00:00 PM,Storage,19,0,FALSE
10/17/2025,10:00:00 PM,Wind,3437,0.039,TRUE
10/17/2025,9:00:00 PM,Coal,11153,0.128,FALSE
10/17/2025,9:00:00 PM,Gas,37666,0.434,FALSE
10/17/2025,9:00:00 PM,Hydro,2656,0.03,TRUE
10/17/2025,9:00:00 PM,Multiple Fuels,2143,0.024,FALSE
10/17/2025,9:00:00 PM,Nuclear,25434,0.293,FALSE
10/17/2025,9:00:00 PM,Oil,301,0.003,FALSE
10/17/2025,9:00:00 PM,Other Renewables,531,0.006,TRUE
10/17/2025,9:00:00 PM,Solar,3126,0.036,TRUE
10/17/2025,9:00:00 PM,Storage,7,0,FALSE
10/17/2025,9:00:00 PM,Wind,3704,0.042,TRUE
10/17/2025,8:00:00 PM,Coal,11751,0.135,FALSE
10/17/2025,8:00:00 PM,Gas,34881,0.402,FALSE
10/17/2025,8:00:00 PM,Hydro,1188,0.013,TRUE
10/17/2025,8:00:00 PM,Multiple Fuels,2109,0.024,FALSE
10/17/2025,8:00:00 PM,Nuclear,25437,0.293,FALSE
10/17/2025,8:00:00 PM,Oil,173,0.002,FALSE
10/17/2025,8:00:00 PM,Other Renewables,532,0.006,TRUE
10/17/2025,8:00:00 PM,Solar,6850,0.079,TRUE
10/17/2025,8:00:00 PM,Storage,0,0,FALSE
10/17/2025,8:00:00 PM,Wind,3731,0.043,TRUE
10/17/2025,7:00:00 PM,Coal,11657,0.134,FALSE
10/17/2025,7:00:00 PM,Gas,33910,0.39,FALSE
10/17/2025,7:00:00 PM,Hydro,308,0.003,TRUE
10/17/2025,7:00:00 PM,Multiple Fuels,1840,0.021,FALSE
10/17/2025,7:00:00 PM,Nuclear,25439,0.293,FALSE
10/17/2025,7:00:00 PM,Oil,248,0.002,FALSE
10/17/2025,7:00:00 PM,Other Renewables,524,0.006,TRUE
10/17/2025,7:00:00 PM,Solar,8775,0.101,TRUE
10/17/2025,7:00:00 PM,Storage,0,0,FALSE
10/17/2025,7:00:00 PM,Wind,4081,0.047,TRUE
10/17/2025,6:00:00 PM,Coal,11426,0.132,FALSE
10/17/2025,6:00:00 PM,Gas,32388,0.375,FALSE
10/17/2025,6:00:00 PM,Hydro,310,0.003,TRUE
10/17/2025,6:00:00 PM,Multiple Fuels,1713,0.019,FALSE
10/17/2025,6:00:00 PM,Nuclear,25444,0.294,FALSE
10/17/2025,6:00:00 PM,Oil,252,0.002,FALSE
10/17/2025,6:00:00 PM,Other Renewables,534,0.006,TRUE
10/17/2025,6:00:00 PM,Solar,9919,0.115,TRUE
10/17/2025,6:00:00 PM,Storage,0,0,FALSE
10/17/2025,6:00:00 PM,Wind,4282,0.049,TRUE
10/17/2025,5:00:00 PM,Coal,11781,0.135,FALSE
10/17/2025,5:00:00 PM,Gas,32820,0.377,FALSE
10/17/2025,5:00:00 PM,Hydro,280,0.003,TRUE
10/17/2025,5:00:00 PM,Multiple Fuels,1825,0.021,FALSE
10/17/2025,5:00:00 PM,Nuclear,25440,0.292,FALSE
10/17/2025,5:00:00 PM,Oil,254,0.002,FALSE
10/17/2025,5:00:00 PM,Other Renewables,537,0.006,TRUE
10/17/2025,5:00:00 PM,Solar,9874,0.113,TRUE
10/17/2025,5:00:00 PM,Storage,0,0,FALSE
10/17/2025,5:00:00 PM,Wind,4048,0.046,TRUE
10/17/2025,4:00:00 PM,Coal,11948,0.138,FALSE
10/17/2025,4:00:00 PM,Gas,32591,0.376,FALSE
10/17/2025,4:00:00 PM,Hydro,293,0.003,TRUE
10/17/2025,4:00:00 PM,Multiple Fuels,1672,0.019,FALSE
10/17/2025,4:00:00 PM,Nuclear,25458,0.294,FALSE
10/17/2025,4:00:00 PM,Oil,330,0.003,FALSE
10/17/2025,4:00:00 PM,Other Renewables,534,0.006,TRUE
10/17/2025,4:00:00 PM,Solar,10231,0.118,TRUE
10/17/2025,4:00:00 PM,Storage,0,0,FALSE
10/17/2025,4:00:00 PM,Wind,3481,0.04,TRUE
10/17/2025,3:00:00 PM,Coal,12147,0.14,FALSE
10/17/2025,3:00:00 PM,Gas,32471,0.375,FALSE
10/17/2025,3:00:00 PM,Hydro,354,0.004,TRUE
10/17/2025,3:00:00 PM,Multiple Fuels,1575,0.018,FALSE
10/17/2025,3:00:00 PM,Nuclear,25495,0.294,FALSE
10/17/2025,3:00:00 PM,Oil,324,0.003,FALSE
10/17/2025,3:00:00 PM,Other Renewables,538,0.006,TRUE
10/17/2025,3:00:00 PM,Solar,10511,0.121,TRUE
10/17/2025,3:00:00 PM,Storage,3,0,FALSE
10/17/2025,3:00:00 PM,Wind,3170,0.036,TRUE
10/17/2025,2:00:00 PM,Coal,12054,0.137,FALSE
10/17/2025,2:00:00 PM,Gas,33718,0.385,FALSE
10/17/2025,2:00:00 PM,Hydro,298,0.003,TRUE
10/17/2025,2:00:00 PM,Multiple Fuels,1445,0.016,FALSE
10/17/2025,2:00:00 PM,Nuclear,25515,0.291,FALSE
10/17/2025,2:00:00 PM,Oil,287,0.003,FALSE
10/17/2025,2:00:00 PM,Other Renewables,542,0.006,TRUE
10/17/2025,2:00:00 PM,Solar,10480,0.119,TRUE
10/17/2025,2:00:00 PM,Storage,5,0,FALSE
10/17/2025,2:00:00 PM,Wind,3112,0.035,TRUE
10/17/2025,1:00:00 PM,Coal,12407,0.14,FALSE
10/17/2025,1:00:00 PM,Gas,35459,0.401,FALSE
10/17/2025,1:00:00 PM,Hydro,650,0.007,TRUE
10/17/2025,1:00:00 PM,Multiple Fuels,1443,0.016,FALSE
10/17/2025,1:00:00 PM,Nuclear,25527,0.288,FALSE
10/17/2025,1:00:00 PM,Oil,647,0.007,FALSE
10/17/2025,1:00:00 PM,Other Renewables,533,0.006,TRUE
10/17/2025,1:00:00 PM,Solar,8120,0.091,TRUE
10/17/2025,1:00:00 PM,Storage,0,0,FALSE
10/17/2025,1:00:00 PM,Wind,3554,0.04,TRUE
10/17/2025,12:00:00 PM,Coal,12925,0.146,FALSE
10/17/2025,12:00:00 PM,Gas,38103,0.431,FALSE
10/17/2025,12:00:00 PM,Hydro,2064,0.023,TRUE
10/17/2025,12:00:00 PM,Multiple Fuels,1582,0.017,FALSE
10/17/2025,12:00:00 PM,Nuclear,25533,0.288,FALSE
10/17/2025,12:00:00 PM,Oil,671,0.007,FALSE
10/17/2025,12:00:00 PM,Other Renewables,532,0.006,TRUE
10/17/2025,12:00:00 PM,Solar,2775,0.031,TRUE
10/17/2025,12:00:00 PM,Storage,14,0,FALSE
10/17/2025,12:00:00 PM,Wind,4205,0.047,TRUE
10/17/2025,11:00:00 AM,Coal,12537,0.146,FALSE
10/17/2025,11:00:00 AM,Gas,37657,0.439,FALSE
10/17/2025,11:00:00 AM,Hydro,2704,0.031,TRUE
10/17/2025,11:00:00 AM,Multiple Fuels,1494,0.017,FALSE
10/17/2025,11:00:00 AM,Nuclear,25530,0.298,FALSE
10/17/2025,11:00:00 AM,Oil,670,0.007,FALSE
10/17/2025,11:00:00 AM,Other Renewables,527,0.006,TRUE
10/17/2025,11:00:00 AM,Solar,84,0.001,TRUE
10/17/2025,11:00:00 AM,Storage,19,0,FALSE
10/17/2025,11:00:00 AM,Wind,4456,0.052,TRUE
10/17/2025,10:00:00 AM,Coal,11374,0.139,FALSE
10/17/2025,10:00:00 AM,Gas,35158,0.432,FALSE
10/17/2025,10:00:00 AM,Hydro,2342,0.028,TRUE
10/17/2025,10:00:00 AM,Multiple Fuels,1270,0.015,FALSE
10/17/2025,10:00:00 AM,Nuclear,25533,0.314,FALSE
10/17/2025,10:00:00 AM,Oil,670,0.008,FALSE
10/17/2025,10:00:00 AM,Other Renewables,533,0.006,TRUE
10/17/2025,10:00:00 AM,Solar,8,0,TRUE
10/17/2025,10:00:00 AM,Storage,15,0,FALSE
10/17/2025,10:00:00 AM,Wind,4393,0.054,TRUE
10/17/2025,9:00:00 AM,Coal,10634,0.138,FALSE
10/17/2025,9:00:00 AM,Gas,33079,0.432,FALSE
10/17/2025,9:00:00 AM,Hydro,561,0.007,TRUE
10/17/2025,9:00:00 AM,Multiple Fuels,1184,0.015,FALSE
10/17/2025,9:00:00 AM,Nuclear,25537,0.333,FALSE
10/17/2025,9:00:00 AM,Oil,537,0.007,FALSE
10/17/2025,9:00:00 AM,Other Renewables,538,0.007,TRUE
10/17/2025,9:00:00 AM,Solar,8,0,TRUE
10/17/2025,9:00:00 AM,Storage,0,0,FALSE
10/17/2025,9:00:00 AM,Wind,4487,0.058,TRUE
10/17/2025,8:00:00 AM,Coal,10184,0.137,FALSE
10/17/2025,8:00:00 AM,Gas,31536,0.425,FALSE
10/17/2025,8:00:00 AM,Hydro,198,0.002,TRUE
10/17/2025,8:00:00 AM,Multiple Fuels,1220,0.016,FALSE
10/17/2025,8:00:00 AM,Nuclear,25532,0.344,FALSE
10/17/2025,8:00:00 AM,Oil,174,0.002,FALSE
10/17/2025,8:00:00 AM,Other Renewables,542,0.007,TRUE
10/17/2025,8:00:00 AM,Solar,8,0,TRUE
10/17/2025,8:00:00 AM,Storage,0,0,FALSE
10/17/2025,8:00:00 AM,Wind,4795,0.064,TRUE
10/17/2025,7:00:00 AM,Coal,10406,0.139,FALSE
10/17/2025,7:00:00 AM,Gas,31692,0.423,FALSE
10/17/2025,7:00:00 AM,Hydro,187,0.002,TRUE
10/17/2025,7:00:00 AM,Multiple Fuels,1385,0.018,FALSE
10/17/2025,7:00:00 AM,Nuclear,25526,0.341,FALSE
10/17/2025,7:00:00 AM,Oil,173,0.002,FALSE
10/17/2025,7:00:00 AM,Other Renewables,541,0.007,TRUE
10/17/2025,7:00:00 AM,Solar,8,0,TRUE
10/17/2025,7:00:00 AM,Storage,0,0,FALSE
10/17/2025,7:00:00 AM,Wind,4886,0.065,TRUE
10/17/2025,6:00:00 AM,Coal,10861,0.144,FALSE
10/17/2025,6:00:00 AM,Gas,31547,0.419,FALSE
10/17/2025,6:00:00 AM,Hydro,189,0.002,TRUE
10/17/2025,6:00:00 AM,Multiple Fuels,1504,0.02,FALSE
10/17/2025,6:00:00 AM,Nuclear,25529,0.339,FALSE
10/17/2025,6:00:00 AM,Oil,173,0.002,FALSE
10/17/2025,6:00:00 AM,Other Renewables,539,0.007,TRUE
10/17/2025,6:00:00 AM,Solar,8,0,TRUE
10/17/2025,6:00:00 AM,Storage,0,0,FALSE
10/17/2025,6:00:00 AM,Wind,4829,0.064,TRUE
10/17/2025,5:00:00 AM,Coal,11496,0.15,FALSE
10/17/2025,5:00:00 AM,Gas,32369,0.422,FALSE
10/17/2025,5:00:00 AM,Hydro,199,0.002,TRUE
10/17/2025,5:00:00 AM,Multiple Fuels,1572,0.02,FALSE
10/17/2025,5:00:00 AM,Nuclear,25493,0.332,FALSE
10/17/2025,5:00:00 AM,Oil,172,0.002,FALSE
10/17/2025,5:00:00 AM,Other Renewables,544,0.007,TRUE
10/17/2025,5:00:00 AM,Solar,8,0,TRUE
10/17/2025,5:00:00 AM,Storage,0,0,FALSE
10/17/2025,5:00:00 AM,Wind,4803,0.062,TRUE
10/17/2025,4:00:00 AM,Coal,11523,0.147,FALSE
10/17/2025,4:00:00 AM,Gas,33787,0.433,FALSE
10/17/2025,4:00:00 AM,Hydro,213,0.002,TRUE
10/17/2025,4:00:00 AM,Multiple Fuels,1450,0.018,FALSE
10/17/2025,4:00:00 AM,Nuclear,25457,0.326,FALSE
10/17/2025,4:00:00 AM,Oil,225,0.002,FALSE
10/17/2025,4:00:00 AM,Other Renewables,546,0.007,TRUE
10/17/2025,4:00:00 AM,Solar,8,0,TRUE
10/17/2025,4:00:00 AM,Storage,0,0,FALSE
10/17/2025,4:00:00 AM,Wind,4732,0.06,TRUE
10/17/2025,3:00:00 AM,Coal,11622,0.145,FALSE
10/17/2025,3:00:00 AM,Gas,34971,0.437,FALSE
10/17/2025,3:00:00 AM,Hydro,604,0.007,TRUE
10/17/2025,3:00:00 AM,Multiple Fuels,1415,0.017,FALSE
10/17/2025,3:00:00 AM,Nuclear,25443,0.318,FALSE
10/17/2025,3:00:00 AM,Oil,182,0.002,FALSE
10/17/2025,3:00:00 AM,Other Renewables,542,0.006,TRUE
10/17/2025,3:00:00 AM,Solar,8,0,TRUE
10/17/2025,3:00:00 AM,Storage,0,0,FALSE
10/17/2025,3:00:00 AM,Wind,5085,0.063,TRUE
10/17/2025,2:00:00 AM,Coal,12412,0.148,FALSE
10/17/2025,2:00:00 AM,Gas,37064,0.444,FALSE
10/17/2025,2:00:00 AM,Hydro,1166,0.013,TRUE
10/17/2025,2:00:00 AM,Multiple Fuels,1673,0.02,FALSE
10/17/2025,2:00:00 AM,Nuclear,25452,0.305,FALSE
10/17/2025,2:00:00 AM,Oil,312,0.003,FALSE
10/17/2025,2:00:00 AM,Other Renewables,547,0.006,TRUE
10/17/2025,2:00:00 AM,Solar,8,0,TRUE
10/17/2025,2:00:00 AM,Storage,0,0,FALSE
10/17/2025,2:00:00 AM,Wind,4786,0.057,TRUE
10/17/2025,1:00:00 AM,Coal,12913,0.149,FALSE
10/17/2025,1:00:00 AM,Gas,38602,0.445,FALSE
10/17/2025,1:00:00 AM,Hydro,1992,0.023,TRUE
10/17/2025,1:00:00 AM,Multiple Fuels,1901,0.022,FALSE
10/17/2025,1:00:00 AM,Nuclear,25474,0.294,FALSE
10/17/2025,1:00:00 AM,Oil,480,0.005,FALSE
10/17/2025,1:00:00 AM,Other Renewables,547,0.006,TRUE
10/17/2025,1:00:00 AM,Solar,14,0,TRUE
10/17/2025,1:00:00 AM,Storage,0,0,FALSE
10/17/2025,1:00:00 AM,Wind,4658,0.053,TRUE
10/17/2025,12:00:00 AM,Coal,13205,0.149,FALSE
10/17/2025,12:00:00 AM,Gas,39922,0.452,FALSE
10/17/2025,12:00:00 AM,Hydro,2467,0.027,TRUE
10/17/2025,12:00:00 AM,Multiple Fuels,1809,0.02,FALSE
10/17/2025,12:00:00 AM,Nuclear,25466,0.288,FALSE
10/17/2025,12:00:00 AM,Oil,965,0.01,FALSE
10/17/2025,12:00:00 AM,Other Renewables,541,0.006,TRUE
10/17/2025,12:00:00 AM,Solar,18,0,TRUE
10/17/2025,12:00:00 AM,Storage,16,0,FALSE
10/17/2025,12:00:00 AM,Wind,3908,0.044,TRUE
10/16/2025,11:00:00 PM,Coal,13379,0.149,FALSE
10/16/2025,11:00:00 PM,Gas,41430,0.464,FALSE
10/16/2025,11:00:00 PM,Hydro,2967,0.033,TRUE
10/16/2025,11:00:00 PM,Multiple Fuels,1804,0.02,FALSE
10/16/2025,11:00:00 PM,Nuclear,25454,0.285,FALSE
10/16/2025,11:00:00 PM,Oil,1063,0.011,FALSE
10/16/2025,11:00:00 PM,Other Renewables,541,0.006,TRUE
10/16/2025,11:00:00 PM,Solar,18,0,TRUE
10/16/2025,11:00:00 PM,Storage,19,0,FALSE
10/16/2025,11:00:00 PM,Wind,2586,0.029,TRUE
10/16/2025,10:00:00 PM,Coal,12355,0.141,FALSE
10/16/2025,10:00:00 PM,Gas,40446,0.463,FALSE
10/16/2025,10:00:00 PM,Hydro,2776,0.031,TRUE
10/16/2025,10:00:00 PM,Multiple Fuels,1553,0.017,FALSE
10/16/2025,10:00:00 PM,Nuclear,25445,0.291,FALSE
10/16/2025,10:00:00 PM,Oil,1027,0.011,FALSE
10/16/2025,10:00:00 PM,Other Renewables,542,0.006,TRUE
10/16/2025,10:00:00 PM,Solar,809,0.009,TRUE
10/16/2025,10:00:00 PM,Storage,19,0,FALSE
10/16/2025,10:00:00 PM,Wind,2208,0.025,TRUE
10/16/2025,9:00:00 PM,Coal,10737,0.125,FALSE
10/16/2025,9:00:00 PM,Gas,36691,0.428,FALSE
10/16/2025,9:00:00 PM,Hydro,2186,0.025,TRUE
10/16/2025,9:00:00 PM,Multiple Fuels,1319,0.015,FALSE
10/16/2025,9:00:00 PM,Nuclear,25437,0.297,FALSE
10/16/2025,9:00:00 PM,Oil,837,0.009,FALSE
10/16/2025,9:00:00 PM,Other Renewables,542,0.006,TRUE
10/16/2025,9:00:00 PM,Solar,5656,0.066,TRUE
10/16/2025,9:00:00 PM,Storage,9,0,FALSE
10/16/2025,9:00:00 PM,Wind,2236,0.026,TRUE
10/16/2025,8:00:00 PM,Coal,10562,0.123,FALSE
10/16/2025,8:00:00 PM,Gas,34194,0.4,FALSE
10/16/2025,8:00:00 PM,Hydro,844,0.009,TRUE
10/16/2025,8:00:00 PM,Multiple Fuels,1275,0.015,FALSE
10/16/2025,8:00:00 PM,Nuclear,25444,0.298,FALSE
10/16/2025,8:00:00 PM,Oil,398,0.004,FALSE
10/16/2025,8:00:00 PM,Other Renewables,536,0.006,TRUE
10/16/2025,8:00:00 PM,Solar,9996,0.117,TRUE
10/16/2025,8:00:00 PM,Storage,0,0,FALSE
10/16/2025,8:00:00 PM,Wind,2064,0.024,TRUE
10/16/2025,7:00:00 PM,Coal,10770,0.126,FALSE
10/16/2025,7:00:00 PM,Gas,34176,0.401,FALSE
10/16/2025,7:00:00 PM,Hydro,329,0.003,TRUE
10/16/2025,7:00:00 PM,Multiple Fuels,1031,0.012,FALSE
10/16/2025,7:00:00 PM,Nuclear,25458,0.299,FALSE
10/16/2025,7:00:00 PM,Oil,172,0.002,FALSE
10/16/2025,7:00:00 PM,Other Renewables,524,0.006,TRUE
10/16/2025,7:00:00 PM,Solar,10788,0.126,TRUE
10/16/2025,7:00:00 PM,Storage,0,0,FALSE
10/16/2025,7:00:00 PM,Wind,1856,0.021,TRUE
10/16/2025,6:00:00 PM,Coal,11083,0.13,FALSE
10/16/2025,6:00:00 PM,Gas,34481,0.404,FALSE
10/16/2025,6:00:00 PM,Hydro,297,0.003,TRUE
10/16/2025,6:00:00 PM,Multiple Fuels,1073,0.012,FALSE
10/16/2025,6:00:00 PM,Nuclear,25468,0.299,FALSE
10/16/2025,6:00:00 PM,Oil,172,0.002,FALSE
10/16/2025,6:00:00 PM,Other Renewables,523,0.006,TRUE
10/16/2025,6:00:00 PM,Solar,10554,0.123,TRUE
10/16/2025,6:00:00 PM,Storage,0,0,FALSE
10/16/2025,6:00:00 PM,Wind,1507,0.017,TRUE
10/16/2025,5:00:00 PM,Coal,10760,0.126,FALSE
